country,year,gdp_per_capita,investment_rate,population_growth,school_enrollment,gdp_pc_t10,growth_10y_avg,n_g_delta,ln_y0,ln_s,ln_ngd,ln_h
HUN,2010,11287.3686666108,21.1892791243323,-0.226013875689698,101.997688293457,14664.2971195385,0.026173148878576847,0.04773986124310302,9.331439562362826,-1.5516748339027837,-3.0419885645879723,4.624950149237806
IBD,1990,2199.53015008287,27.2537671156651,1.74477886299978,52.0505104064941,2749.80831717138,0.022328743699115618,0.0674477886299978,7.695999048393333,-1.2999784316567895,-2.696401482188316,3.952214601093477
IBD,2000,2749.80831717138,24.1754746885025,1.23283602771546,61.9828186035156,4532.44068726031,0.049972937106078065,0.0623283602771546,7.9192864853844895,-1.4198315093295115,-2.7753387356283117,4.126857227342308
IBD,2010,4532.44068726031,32.4177909411497,1.02685278367989,78.076171875,6286.40775617083,0.032712922615983506,0.060268527836798896,8.41901585644527,-1.1264628107698578,-2.808945237921248,4.357684912662648
IBT,1990,1931.41358300895,26.6077464836654,1.9222014571592,46.4005317687988,2339.75101446893,0.019179235838222564,0.069222014571592,7.5660074402351,-1.3239677914066692,-2.6704363373037365,3.837310919700995
IBT,2000,2339.75101446893,24.009176739152,1.49800954857451,54.0967407226562,3719.8597539937,0.04636414473998549,0.0649800954857451,7.7577997986173255,-1.426734064591348,-2.733674279278657,3.990773938615356
IBT,2010,3719.8597539937,31.8992396778305,1.34740543625619,66.9524307250977,4971.5872211169,0.029005318247451405,0.0634740543625619,8.22144124601718,-1.142588011032108,-2.7571240492958,4.203982378051641
IDA,1990,874.961182666423,20.9811239430263,2.62584226384615,25.2684993743896,899.61428305683,0.0027786574372146156,0.0762584226384615,6.774179522706617,-1.56154701233732,-2.5736274087626825,3.2295585359561576
IDA,2000,899.61428305683,23.3702505244014,2.43558263152972,30.5623397827148,1216.18056240843,0.030150444324669755,0.0743558263152972,6.801966097078763,-1.4537063175803027,-2.5988932457931977,3.41976852493799
IDA,2010,1216.18056240843,22.2144268413509,2.34160294661654,41.545238494873,1384.63983352976,0.012972479648468305,0.0734160294661654,7.1034705403254605,-1.5044282504574389,-2.6116129821066,3.726782917740087
IDN,1990,1470.91822258528,32.7076900896332,1.81442604896274,46.7410583496094,1828.10265968361,0.0217391784021407,0.0681442604896274,7.293642125980137,-1.1175599647964387,-2.6861283431737624,3.8446229721921688
IDN,2000,1828.10265968361,22.2456969315568,1.43244007763682,55.5976295471191,2670.8129098953,0.03791042556889614,0.0643244007763682,7.511033910001544,-1.5030215924138506,-2.7438162364213694,4.018140566303059
IDN,2010,2670.8129098953,32.8801214533558,1.26054140134601,75.6519088745117,3739.44906563161,0.033655540521243664,0.06260541401346009,7.890138165690505,-1.1123019219700792,-2.770903518777748,4.326142672890397
IDX,1990,625.254543806849,16.2847938439349,2.41168992509797,22.8701496124268,688.770584647754,0.00967494100709958,0.0741168992509797,6.438158836915408,-1.8149384066010061,-2.6021117126146374,3.129832549877166
IDX,2000,688.770584647754,21.9366660910615,2.34854445880951,30.9915199279785,941.170103265961,0.031221564487649723,0.0734854445880951,6.5349082469864035,-1.5170106984275826,-2.6106679251894658,3.433713616352955
IDX,2010,941.170103265961,22.5553136992966,2.22682654798599,41.6973190307617,1096.83173371503,0.015305716896722731,0.0722682654798599,6.847123891862901,-1.4891995070312956,-2.6273701745306837,3.730436834909691
IND,2000,756.704109527449,25.677316683955,1.87939826197393,47.1734390258789,1235.15939133951,0.048998299800765824,0.06879398261973929,6.628972304540029,-1.3595622031260384,-2.67663899979025,3.8538310016955846
IND,2010,1235.15939133951,39.7856241847736,1.45460361883041,64.9475936889648,1806.50110583878,0.038019186018417715,0.0645460361883041,7.118955302547687,-0.9216645403342308,-2.740376570417657,4.173580693761542
IRL,2000,42599.4803921319,24.5079507553549,1.33304266586712,105.122367858887,46991.6464673949,0.009812779534394878,0.0633304266586712,10.659597334815277,-1.4061726004561086,-2.7593893914060486,4.655125079776436
IRL,2010,46991.6464673949,17.2913563758605,0.544884384079014,118.096908569336,80927.936475395,0.05435892343580395,0.055448843840790144,10.757725130159226,-1.7549634407948933,-2.892294415884828,4.771505546479134
IRN,1990,3222.20102704479,33.0218426264171,2.91140676618439,55.9345512390137,3885.30183360649,0.018713599803480818,0.0791140676618439,8.077819953797071,-1.108000945709112,-2.536864573474652,4.024182279365373
IRN,2000,3885.30183360649,35.1005334892763,1.47619563346635,74.9870910644531,5249.06133369759,0.03008485941869008,0.0647619563346635,8.26495595183188,-1.0469538565070957,-2.7370369416317106,4.317315979581486
IRN,2010,5249.06133369759,40.262449246465,1.25167392158024,79.0264663696289,5132.82430762118,-0.002239321205494882,0.06251673921580239,8.56580454601878,-0.9097509318974798,-2.7723209306463126,4.369782813698318
IRQ,2000,4172.78025105244,29.1473474951006,3.27752785249419,36.8702583312988,3881.94327045302,-0.007224666936268065,0.0827752785249419,8.336337819500319,-1.232806272354166,-2.491625830710732,3.607405218766091
ISL,2000,43472.3369863945,24.6194667661392,1.36919283329812,109.021507263184,49528.4864575422,0.013042318358070659,0.0636919283329812,10.679880083439418,-1.401632724030948,-2.753697438200843,4.691545177106367
ISL,2010,49528.4864575422,13.8337714379496,-0.143903000294037,108.819038391113,52464.3072858637,0.005758508912750671,0.048560969997059625,10.810303267020124,-1.9780573777078148,-3.024935157202645,4.689686304326151
ISR,2000,29413.4894578106,25.7054135720842,2.64233191305756,98.0492706298828,33344.7213294093,0.012544608464445873,0.0764233191305756,10.289208673194324,-1.358468571441245,-2.5714674051589053,4.585470113857755
ISR,2010,33344.7213294093,21.5383508792439,1.82675240987847,96.5111923217773,37935.5432717179,0.012898901095165626,0.0682675240987847,10.414654757838782,-1.535335078042967,-2.6843211145229793,4.569658984228568
ITA,2000,32609.66746283,21.3236101039876,0.045303631138613,94.7987899780273,31928.5543621096,-0.0021108061872473272,0.05045303631138613,10.39236407133272,-1.5453552715697334,-2.9867123494269143,4.551756645234657
ITA,2010,31928.5543621096,20.7969716146664,0.442226157086815,101.401161193848,29469.7989238626,-0.008013475683075911,0.05442226157086815,10.371256009460247,-1.570362805329596,-2.9109819887752066,4.6190845427073715
JOR,2010,4621.5742854131,35.0376311945169,2.15109331746781,87.3644409179688,3806.87949354914,-0.019392557848316904,0.0715109331746781,8.438490680450602,-1.0487475251012868,-2.6379049294379926,4.470088345388265
KAZ,2000,4269.33016782791,18.139048031664,0.292205742065896,89.0767288208008,8704.70655484556,0.0712406917123296,0.05292205742065896,8.35921222455624,-1.7071032216382578,-2.9389350625497084,4.489498119900814
KAZ,2010,8704.70655484556,25.3735490201768,1.29700375015965,98.5237492649908,10565.0359816235,0.019368619410296616,0.06297003750159649,9.071619141679536,-1.3714629317319276,-2.765096260934633,4.590297628405117
KEN,2000,1195.41296851656,17.4140906154511,3.01293994477925,40.9617881774902,1340.16467408856,0.011430079149026717,0.0801293994477925,7.086246985015062,-1.7478905019974629,-2.5241124579439114,3.712639636455334
KGZ,1990,1203.47208279448,24.0654205607477,1.92530470146006,101.841339111328,718.342832397662,-0.05160191227353801,0.0692530470146006,7.092966060273132,-1.4243942073521596,-2.669988134671831,4.623416103331279
KGZ,2000,718.342832397662,20.010037072908,1.18989565060204,82.4341583251953,962.764789828724,0.029286219710494166,0.0618989565060204,6.576946937537752,-1.6089361846751251,-2.782251957171638,4.411999893797802
KGZ,2010,962.764789828724,27.4015935976563,1.4261662918386,87.7688035961973,1093.32856461422,0.012717291642453877,0.064261662918386,6.8698091346426935,-1.2945690137869177,-2.7447920476587275,4.474706125386561
KHM,2000,598.561915252147,20.3442509411501,1.59016992993238,18.1284408569336,1155.85236856699,0.0658063361863701,0.0659016992993238,6.394529970361067,-1.5923718230470751,-2.719591051776937,2.897482023105877
KOR,2000,17763.1353417297,33.0175871343191,0.836180864297766,98.0937805175781,26623.0487122927,0.040465207204812795,0.05836180864297766,9.784880540476703,-1.1081298230213272,-2.841093564666958,4.585923965148423
KOR,2010,26623.0487122927,32.7792421992313,0.49822508440111,97.2930603027344,33215.9298928108,0.0221252243353355,0.0549822508440111,10.18953261252483,-1.1153747307178066,-2.9007448577594364,4.577727663963221
KWT,2000,31341.9780819419,10.665237720716,2.83716577319158,85.79931640625,32568.4981754501,0.00383871557724369,0.07837165773191579,10.352713630763853,-2.238180544513285,-2.5462929255072155,4.452011039169054
KWT,2010,32568.4981754501,17.6584741694241,5.15506049102987,99.4166345928894,25541.5378987908,-0.02430394434615,0.1015506049102987,10.39110078653629,-1.733954394917366,-2.2871980342004794,4.599319449690142
LAC,2000,6581.31117825537,19.7491708127344,1.46440925518966,79.9674911499023,7849.05546645435,0.017615920911207183,0.0646440925518966,8.791989271680352,-1.622058679687667,-2.7388585537800303,4.381620191460807
LAC,2010,7849.05546645435,21.6938074282513,1.09312877985907,89.624153137207,7669.33977303708,-0.0023162669270814008,0.0609312877985907,8.968148480792424,-1.5281433381379925,-2.798008479238694,4.495624849917899
LAO,2000,917.228038617529,13.41565795568,1.67898547843134,33.2670707702637,1564.91068311647,0.05342279095413423,0.0667898547843134,6.821356120313198,-2.008747657045622,-2.706204084459961,3.504568041978246
LAO,2010,1564.91068311647,27.4624877401915,1.47192872108695,47.3594398498535,2529.74622698761,0.04802902412975944,0.0647192872108695,7.3555840298545405,-1.292349194697435,-2.737696019721636,3.8577661630111577
LBN,2000,5958.97836750301,20.4112221368178,1.72552456653499,62.5770492553711,8955.54336184707,0.04073736590595178,0.0672552456653499,8.692654330517703,-1.589085331644099,-2.6992602610834875,4.136398585569001
LBN,2010,8955.54336184707,24.9372585130013,0.976748358836896,70.562435785543,6440.82843092922,-0.032961554040897664,0.05976748358836896,9.100027989577221,-1.3888071750740674,-2.8172935186155237,4.256497931872875
LCN,2000,6742.02693662191,20.094731411125,1.46006685805087,79.3801193237305,8060.79704671081,0.017865182864963636,0.0646006685805087,8.816115891131902,-1.6047125241317137,-2.739530518703659,4.374247950550193
LCN,2010,8060.79704671081,21.6834503918446,1.08873794675901,89.2363967895508,7812.42544444341,-0.0031296968893661514,0.0608873794675901,8.994767719781539,-1.5286208711644678,-2.798729359443468,4.491288992119308
LDC,2000,638.39449831344,22.2972100376188,2.40585722720125,27.4039306640625,904.747247036902,0.034869919148210915,0.0740585722720125,6.458956428168389,-1.5007086257696614,-2.602898981673143,3.3106864579981474
LDC,2010,904.747247036902,24.8851631294529,2.32542713270737,38.0077896118164,1037.48119670683,0.01368955086340522,0.0732542713270737,6.8076556196504985,-1.390898418366414,-2.613818721152612,3.6377911285034927
LIC,2000,682.327706786891,15.1323471960825,2.61940968797895,24.0485591888428,853.991903353526,0.02244116619715486,0.0761940968797895,6.5255100509214055,-1.888335534986576,-2.5744712880595633,3.18007508576933
LIC,2010,853.991903353526,17.2888030089286,2.81881699524429,36.2857513427734,691.991878569926,-0.021034749351478067,0.0781881699524429,6.749921712892954,-1.755111118942245,-2.5486369222552767,3.5914251392202363
LKA,1990,1388.58951823335,22.205889665117,0.637411760252378,83.8623580932617,1956.93310381072,0.034309000793342294,0.05637411760252378,7.23604377584862,-1.5048126320652453,-2.875745133565185,4.429176860751777
LMC,1990,845.639010531656,27.1004677457967,2.51412194572947,41.3630218505859,1026.7038061104,0.01940161943840666,0.0751412194572947,6.740092567044009,-1.30561919825889,-2.588386009831797,3.7223872896827612
LMC,2000,1026.7038061104,24.2962433244534,2.02184470625096,44.3241806030273,1531.26610674398,0.03997414314995869,0.0702184470625096,6.934108761428075,-1.4148484432942419,-2.6561442238024107,3.791530365676086
LMC,2010,1531.26610674398,32.5789186318294,1.71918462378512,57.1128997802734,2021.05503375347,0.027752475505694464,0.0671918462378512,7.333850192927662,-1.1215047745304885,-2.7002033745610725,4.045030006738358
LMY,1990,1637.90975985927,26.3221394610122,2.04466009326852,45.9840202331543,2169.24580163668,0.028095865803876307,0.0704466009326852,7.401176171234406,-1.3347597963219229,-2.652900289740591,3.828293949900743
LMY,2000,2169.24580163668,24.2964340942951,1.56284651687511,53.7373313903809,3513.14255185016,0.04821314005497257,0.0656284651687511,7.682134829273169,-1.4148405915004394,-2.7237457568929107,3.984107944164645
LMY,2010,3513.14255185016,33.3213553096352,1.37561424789051,66.7154693603516,4809.84896387149,0.03141547323413914,0.0637561424789051,8.164266229822895,-1.0989716939573977,-2.7526897469749403,4.200436850474315
LSO,2010,995.233432451681,31.3011900430751,0.772821659424366,54.2426986694336,944.834128375429,-0.005196792856341936,0.05772821659424366,6.902977315122107,-1.161514068619216,-2.8520092025700183,3.99346839662441
LTE,1990,2569.8115455292,27.7014386292427,1.35159218395988,54.1241607666016,3466.01310620559,0.02991724050190827,0.0635159218395988,7.851587846612733,-1.283685838069686,-2.7564646668814405,3.991280680735498
LTE,2000,3466.01310620559,25.3460726963599,0.783673440817429,69.2597198486328,6525.60694866136,0.06327289951850172,0.05783673440817429,8.150760251631816,-1.3725463911732576,-2.8501311617819614,4.237863494043092
LTE,2010,6525.60694866136,33.5922494911582,0.562341466763332,89.2665405273438,9878.28626310562,0.04146050737287421,0.05562341466763332,8.783489246816833,-1.0908748155333334,-2.8891510392590294,4.491626731526095
LTU,2000,6384.30865426374,19.1446223329092,-0.703385440488978,96.9156875610352,10884.1161852582,0.05334612886538217,0.04296614559511022,8.761598486059869,-1.6531483279230752,-3.147342785122857,4.573841400127976
LTU,2010,10884.1161852582,17.8578010235461,-2.09694341985475,105.068267822266,17443.65526328,0.04716714915726037,0.0290305658014525,9.29505977471369,-1.7227297411017362,-3.5394060109029266,4.654610308624616
LUX,2000,92527.7108705226,22.5591443010138,1.34408299573143,98.0273284912109,106544.057363484,0.014105040713716831,0.0634408299573143,11.435263455614916,-1.489029689997192,-2.757647619185725,4.585246301950962
LUX,2010,106544.057363484,18.0831934936242,1.8254058035237,100.080001831055,105274.2471768,-0.0011989760763434277,0.068254058035237,11.576313862752084,-1.7101872153370052,-2.684518388292897,4.605969884454569
LVA,2000,6336.38296707987,24.9631641629445,-0.963935407092365,90.0659713745117,10500.8666223014,0.050514969349277725,0.04036064592907635,8.75406337470425,-1.3877688811726814,-3.2099000794355885,4.500542417078136
LVA,2010,10500.8666223014,20.9313394628785,-2.08130508988111,102.822158813477,14900.7295718866,0.034995238709394624,0.029186949101188898,9.259213068197027,-1.5639226543070897,-3.5340336182086145,4.63300088245321
MAC,2010,74195.0577762344,13.2455224408891,0.373134761285818,91.1610379698531,33853.7761550109,-0.07846469924898188,0.05373134761285818,11.214452820147848,-2.0215106196562296,-2.9237586933562665,4.512627590555016
MAR,1990,1695.63647460938,31.0602945352303,1.80543997877046,36.7552490234375,1957.14135742188,0.014342674590374393,0.0680543997877046,7.435813450576074,-1.1692398855298232,-2.6874478967549615,3.604281046029259
MAR,2000,1957.14135742188,23.8068463049384,1.40392630100829,39.6924896240234,2767.04223632813,0.03462940474942346,0.06403926301008289,7.579240196479818,-1.435196986805469,-2.748258899194627,3.681161991560499
MAR,2010,2767.04223632813,31.4907166374774,1.35274286216317,63.0757983249551,3090.89428710938,0.011068149734979294,0.0635274286216317,7.925534243974052,-1.1554773935133593,-2.756283519548304,4.144337151204142
MDA,2010,2269.51116145996,23.8517865932859,-0.0998329740168972,87.9811349895035,3188.91691602699,0.034011687346047384,0.04900167025983103,7.727319739910406,-1.433311061887587,-3.0159008945171295,4.477122416377298
MDG,1990,538.536275056569,35.9623142146368,2.95165872036178,17.1746501922607,465.529509827021,-0.014567936894218914,0.0795165872036178,6.288854857478194,-1.0226986232096422,-2.531789635014334,2.8434344706381562
MEA,1990,3503.00938473955,29.6551403224141,3.33042383189562,44.853931427002,4004.84887081865,0.013388342141232279,0.0833042383189562,8.16137770225172,-1.21553470887875,-2.4852558509241462,3.803411241898407
MEA,2000,4004.84887081865,21.867879665574,2.33477472991639,50.2143783569336,4846.87350895943,0.019082801507155446,0.0733477472991639,8.295261123664043,-1.5201513077336943,-2.6125434865325996,3.9163014071397506
MEA,2010,4846.87350895943,27.9941149338235,2.05352451276423,55.212589263916,5033.14208530647,0.0037710598380703785,0.0705352451276423,8.486089138735597,-1.2731758788388707,-2.6516427631991837,4.011190993655157
MEX,2000,9581.96970210753,22.2649246086997,1.54272528221216,71.1195831298828,9389.06722084275,-0.0020337225714351704,0.0654272528221216,9.16763845547893,-1.502157633310448,-2.7268163975000346,4.264362729685136
MEX,2010,9389.06722084275,23.3314894102504,1.43974472572946,87.2729263305664,9234.64362317923,-0.0016583927677766396,0.0643974472572946,9.147301229764578,-1.4553662610044866,-2.7426812855193545,4.469040292531983
MIC,1990,1702.28337823369,26.833005590141,2.0217942850642,47.7032585144043,2277.27178754853,0.029100762858743322,0.070217942850642,7.439725792473782,-1.3155375043382875,-2.6561514044465144,3.864999708232041
MIC,2000,2277.27178754853,24.4860790032218,1.48737272491373,56.2715682983398,3737.17369206799,0.04953514863561921,0.0648737272491373,7.730733421061215,-1.4070654338765805,-2.7353125561989375,4.030189404006503
MIC,2010,3737.17369206799,33.603418595829,1.2555736244468,70.3685913085938,5211.08110372645,0.033245771131742784,0.062555736244468,8.226084907417407,-1.0905423802710126,-2.771697339727754,4.25374701742643
MKD,2000,3283.37934095351,21.8801026358759,0.455448702114895,83.5768890380859,4582.36517512347,0.03333420997219374,0.05455448702114895,8.096628457873,-1.5195925175917526,-2.9085553148860335,4.425767034959316
MKD,2010,4582.36517512347,24.4680948373642,-0.63937448291812,85.4283828735352,5743.72649424581,0.02258929360951676,0.0436062551708188,8.429970557594938,-1.4078001686399615,-3.132554671696971,4.447678397726906
MLI,1990,589.775405883669,21.505697909489,1.96820571058385,6.28541994094849,682.49742045713,0.014601695106844925,0.0696820571058385,6.379741796433531,-1.5368522669198181,-2.6638124246888375,1.838232656190126
MLI,2000,682.49742045713,17.6850224025008,2.91308874187569,15.6529197692871,821.181286587872,0.018498514949697408,0.0791308874187569,6.52575874750198,-1.7324520965799202,-2.5366519947296577,2.750657466312365
MLI,2010,821.181286587872,23.0142230994493,3.2485140091385,36.7189206176726,872.389426814294,0.006049201760158507,0.082485140091385,6.710743896998954,-1.4690577655584969,-2.4951371219695004,3.6032921703766934
MLT,2000,17178.3773811056,27.3213666957815,0.645267230900854,91.4956817626953,20750.6479461598,0.018892600854574938,0.056452672309008536,9.751406742946518,-1.2975011270688899,-2.8743526501090915,4.516291777317487
MLT,2010,20750.6479461598,21.8643920190938,0.49118281065151,105.11385345459,27861.8202844538,0.029467983055045187,0.0549118281065151,9.940332751492267,-1.5203108076340308,-2.9020265054661802,4.655044081323853
MNE,2010,5917.91788713074,22.2701240129796,0.183239906425096,98.99609375,6351.95486320483,0.007077793922383435,0.05183239906425096,8.685739957759255,-1.5019241361227527,-2.9597398606773053,4.595080392285432
MNG,1990,1823.45623781461,29.0673253770095,-1.20653291340797,88.4407806396484,1598.31282040605,-0.013178514633705429,0.0379346708659203,7.508489010955879,-1.2355554819449683,-3.271889786493866,4.482333182721529
MNG,2000,1598.31282040605,29.0107404848956,1.32711144076984,62.4367294311523,2611.67326563924,0.04910425282284851,0.06327111440769839,7.3767038646188245,-1.2375040630204024,-2.7603263824539086,4.13415371488961
MNG,2010,2611.67326563924,42.0869542882428,1.74992683110286,91.1776885986328,4066.03410882791,0.04426769900977083,0.06749926831102859,7.86774639284731,-0.8654323677092766,-2.695638520999018,4.512810224591562
MOZ,2000,287.390630344484,41.1306699228634,2.20366517231952,5.94095993041992,494.162859074785,0.05420227654300565,0.0720366517231952,5.66084237166771,-0.888416115941051,-2.6305802377779055,1.7818707247657595
MOZ,2010,494.162859074785,23.195521262122,2.67685903538336,25.1208838457009,591.804059985932,0.018031046324685905,0.0767685903538336,6.202865137097766,-1.4612109749986584,-2.566959702251337,3.223699525921345
MRT,1990,1437.75048235693,13.9512795840132,2.5335174710203,13.6398897171021,1304.64439067179,-0.009714922103503198,0.075335174710203,7.270835006088108,-1.9695989554747715,-2.5858081256208956,2.6129985671261857
MRT,2000,1304.64439067179,11.2958008872593,2.78353822069134,18.0476703643799,1460.19179652873,0.0112637288506785,0.0778353822069134,7.173685785053076,-2.1807391322286698,-2.5531591670302016,2.8930166107638735
MRT,2010,1460.19179652873,32.2510831347375,3.19159403639576,20.4244003295898,1553.30615586591,0.0061817868514997265,0.08191594036395759,7.286323073559861,-1.1316185577370368,-2.502061675022917,3.016730280686658
MUS,2010,8114.82056038003,26.7282315985642,0.237886692890185,86.9073104858398,9483.67602630847,0.015587991896227749,0.05237886692890185,9.00144736761303,-1.3194498159545578,-2.949252071887174,4.464842154001596
MYS,1990,4184.76072928976,32.3603261645435,2.94872577944909,65.0170516967773,6455.61419792583,0.04335006415969236,0.0794872577944909,8.33920480788165,-1.1282370145981786,-2.5321585494825327,4.174649569288717
MYS,2000,6455.61419792583,26.8674891484592,2.34480241175698,76.4828262329102,8118.92270511981,0.022924730309219578,0.0734480241175698,8.772705449478574,-1.3142532121459778,-2.61117727777828,4.337066221942562
MYS,2010,8118.92270511981,23.3865410976414,1.87040612656176,77.2140274047852,10171.4657842762,0.02253888543337723,0.0687040612656176,9.00195275257077,-1.4530094958637547,-2.6779469655532577,4.346581142659421
NAC,2000,47364.7456727428,23.4697871555051,1.09487429044742,94.7886123657227,51440.0804801458,0.008253945467788881,0.0609487429044742,10.765633468776436,-1.4494562449560084,-2.797722048296691,4.55164927932122
NAC,2010,51440.0804801458,19.1365502498694,0.872248322965573,96.102783203125,57470.4195194401,0.011085272781967248,0.05872248322965573,10.848172923454324,-1.653570053936926,-2.8349326062366713,4.5654182770878275
NAM,1990,2857.33777498196,27.0575365252196,6.04762452874674,38.9285697937012,3083.59657884697,0.007620629271976398,0.1104762452874674,7.957645622397537,-1.3072046048907378,-2.202954755908769,3.661728423051318
NAM,2000,3083.59657884697,17.0414659698036,2.35219877188535,63.7193412780762,4165.12990200988,0.030065082795523067,0.0735219877188535,8.033851915117301,-1.7695206371956234,-2.6101707648631116,4.154488147230663
NAM,2010,4165.12990200988,23.7799989593426,1.54841464345813,68.0998401813149,3787.49943973286,-0.00950414411802356,0.06548414643458131,8.334502743072532,-1.436325338487332,-2.725947204803835,4.2209748663291435
NER,1990,465.923889536505,11.2847868096636,3.07948454709256,5.59699010848999,392.898616941042,-0.017047068718290693,0.08079484547092561,6.144022293611428,-2.1817146673756738,-2.5158421091666536,1.7222289726198263
NER,2000,392.898616941042,13.1422096449305,3.46716382832898,6.30063009262085,441.079166112039,0.011567276790072167,0.0846716382832898,5.973551606428521,-2.029341025354573,-2.4689745824742793,1.8406496430980723
NER,2010,441.079166112039,32.6404605165102,3.72535077368531,12.8063202484136,533.194328910254,0.01896615779664863,0.0872535077368531,6.089224374329243,-1.119617547030006,-2.4389375154200166,2.549938818468884
NIC,1990,1260.87382799969,19.2758024767105,2.33532526542317,35.6191902160645,1458.37490084556,0.014551773929325851,0.0733532526542317,7.139560273861087,-1.6463196343723587,-2.612468431078688,3.572884543635226
NIC,2000,1458.37490084556,26.6547531947905,1.3755333704478,53.405029296875,1704.37875049059,0.015587794095094943,0.063755333704478,7.2850780131543456,-1.3222026950025105,-2.752702432490806,3.9779049231207613
NIC,2010,1704.37875049059,24.8398681398148,1.41916789623706,71.3924407958984,1950.19181218473,0.013472705783789429,0.0641916789623706,7.440955954105295,-1.3927202373179495,-2.7458816878645043,4.268191992534883
NLD,2000,40665.338169599,22.4588724676077,0.714770362784392,123.295211791992,44659.272839058,0.009368587655584548,0.057147703627843924,10.613131366552993,-1.4934844397363571,-2.86211607103866,4.8145815756124515
NLD,2010,44659.272839058,20.0371060399178,0.512923100553586,124.569526672363,47086.5804192702,0.005292607951085238,0.055129231005535864,10.706817243108839,-1.6075843293851764,-2.8980751952255916,4.824864007198745
NOR,2000,67846.5968643534,21.8180384485916,0.649044821192665,116.452041625977,72804.3956188398,0.007052710448890487,0.05649044821192665,11.125004507252779,-1.5224331065722787,-2.873683713317678,4.757479528387715
NOR,2010,72804.3956188398,24.9886867450873,1.24566617956207,112.978569030762,75287.2059527598,0.0033533879944485532,0.0624566617956207,11.195531611741684,-1.3867469937390888,-2.7732823740306376,4.727198146130607
NPL,1990,422.724738575869,18.1258219231067,2.41969921944806,32.03369140625,547.221082273632,0.02581316621147147,0.0741969921944806,6.046721230998301,-1.70783263879377,-2.6010316660929527,3.4667882053804178
NPL,2000,547.221082273632,24.3148663462349,1.73127486408485,34.4201507568359,721.265221364302,0.02761540286312165,0.0673127486408485,6.304852893113016,-1.414082238909329,-2.6984056302435904,3.5386421706934965
NPL,2010,721.265221364302,38.271206448162,0.619710468212554,55.5892906188965,1031.53618783934,0.03577974928849326,0.05619710468212554,6.581006921744232,-0.9604723624024278,-2.8788900415212404,4.017990567935882
NZL,2000,30853.807635459,22.0345630387436,0.587564086381346,112.153717041016,35489.7631519026,0.013998412607959133,0.055875640863813456,10.337015445881386,-1.512557918217808,-2.884626756515728,4.719870403894612
NZL,2010,35489.7631519026,20.3756573267404,1.1117260560215,119.128967285156,39785.473128643,0.011425755591625375,0.061117260560215,10.476999571960977,-1.5908292659464423,-2.7949609558054593,4.780206664967819
OED,2000,30592.0378269081,24.3139469368631,0.713186353783694,94.4926071166992,33528.4100044688,0.009165336590138828,0.05713186353783694,10.328495052347098,-1.4141200522676998,-2.862393287526284,4.548521599870128
OED,2010,33528.4100044688,20.99196365578,0.677505276897995,99.3854675292969,36444.6516392817,0.008340157698960838,0.05677505276897995,10.420148418248486,-1.5610305045646111,-2.868658261550525,4.599005901055444
OMN,2000,19881.7364316776,22.5837734261812,1.2887385532573,77.5544662475586,22766.0503620721,0.013546886399038272,0.062887385532573,9.897556822053982,-1.4879385275800912,-2.766409683359988,4.350980479808928
OSS,2000,8348.27646209373,24.8220196301468,0.304071119083061,52.9925804138184,9829.37376191878,0.016332011947394597,0.053040711190830606,9.029810384813768,-1.3934390384444457,-2.9366955246191866,3.970151911560195
OSS,2010,9829.37376191878,23.7061166083862,1.11211730324926,66.2179565429688,10962.0788606767,0.010906671529691358,0.0611211730324926,9.193130504287714,-1.43943708640311,-2.794896942022495,4.1929516730348215
PAK,1990,950.884644833285,18.9353730330174,3.34304854189447,20.205810546875,1049.54229686852,0.009871668399213097,0.0834304854189447,6.857392756379772,-1.6641384241145054,-2.483741503806946,3.0059702138789857
PAK,2010,1256.69482201323,15.9615524272363,2.47081701538021,29.2962900661933,1526.00597486307,0.01941687309042477,0.0747081701538021,7.136240396308027,-1.8349873288198753,-2.594165819948612,3.377460889104919
PAN,1990,4828.75877741909,21.1406866090547,2.13050689339337,60.4366607666016,6856.1491877083,0.03505564884880528,0.07130506893393371,8.482344731720302,-1.5539707269317753,-2.640787861046329,4.10159588714567
PAN,2000,6856.1491877083,28.4060430231237,1.96400557919623,64.2499084472656,10698.0717490512,0.04449175736327575,0.06964005579196231,8.832901220208354,-1.2585682809515617,-2.6644153629342457,4.1627802988290314
PAN,2010,10698.0717490512,37.34120254137,1.78385792968885,71.9136975816467,12647.0826553801,0.01673630535895878,0.0678385792968885,9.277818793841112,-0.9850728432144616,-2.6906242296858105,4.275466755367579
PER,1990,2706.92253156841,16.1644055092045,2.21460821954372,66.3794174194336,3286.27308475523,0.019394172928171916,0.0721460821954372,7.903567671387445,-1.822358551904873,-2.6290622960621417,4.1953870298060965
PER,2000,3286.27308475523,19.6279847605546,1.56043059120612,80.8428726196289,5167.39259325937,0.04526141056217625,0.0656043059120612,8.097509400669164,-1.628213844174298,-2.72411394628286,4.392507426535809
PER,2010,5167.39259325937,23.7605090406542,0.652636898148331,96.13037109375,5831.83024758521,0.012096265990694022,0.05652636898148331,8.550123506290927,-1.4371452674531857,-2.8730480420670044,4.565705302402636
PHL,1990,1704.07568899121,23.3317105849887,2.56122112841079,70.713493347168,1793.34761146436,0.005106120141426196,0.0756122112841079,7.440778124824864,-1.4553567813829293,-2.5821374839183333,4.258636408259035
