country,year,gdp_per_capita,investment_rate,population_growth,school_enrollment
CPV,2000,2037.31720912714,,1.51097073984668,65.0551376342773
CPV,2010,3194.61667734233,44.9568060390526,0.717181999615317,83.5471330073283
CPV,2020,3255.93628984058,28.9619236573871,0.11178257414313,98.3093023666237
CRI,1990,6037.05111668102,27.3228217996094,2.52640419852885,
CRI,2000,7726.51985682031,20.6866903035723,1.93953648052985,59.6520385742188
CRI,2010,10285.0856660419,19.8339185211217,1.24057536472066,97.5067367553711
CRI,2020,12242.2098908533,16.1630546690345,0.6929953994471,132.678680419922
CSS,1990,8229.17592166741,,0.563562781880641,71.2089385986328
CSS,2000,10510.8694258103,,0.786660535791513,81.2740173339844
CSS,2010,13743.4073853565,,0.635465035251728,88.9340286254883
CSS,2020,12531.5018423504,,0.363226824115709,86.0121917724609
CUB,1990,4961.45738860948,24.8024922353702,0.931316010174928,92.1929931640625
CUB,2000,4112.26168350671,12.5033534650291,0.332523063476085,81.8830108642578
CUB,2010,6716.49048497058,10.0733739584629,0.023813604568028,92.4079409432897
CUB,2020,7252.28811179844,9.87499068484984,-0.236755669324081,101.487990578922
CUW,1990,,,-1.05153583877637,
CUW,2000,21523.645846078,,-4.07538613162288,
CUW,2010,20706.437408421,,1.26551415533004,
CUW,2020,14849.9696941839,,-1.25208156177086,129.470256951777
CYM,1990,,,4.42349945118073,
CYM,2000,,,3.56640069722567,94.2075576782227
CYM,2010,79483.0963975025,,2.77574348652733,
CYM,2020,75199.6446248648,,1.9954930548265,84.0909118652344
CYP,1990,17144.46875,27.0454275173864,1.39626772860371,
CYP,2000,22383.96484375,20.4291577976899,1.74925863858297,93.3721389770508
CYP,2010,26090.048828125,23.6867268786643,1.64898311615441,91.440803527832
CYP,2020,26895.68359375,20.6447561187859,1.20329712567783,101.427406311035
CZE,1990,11900.5844581421,24.3277286034708,-0.267830773210837,
CZE,2000,12543.9364342367,31.8350210442972,-0.280414108078884,89.3995208740234
CZE,2010,16665.9317825137,26.7312876523202,0.29136167418042,98.6544189453125
CZE,2020,19233.1469549829,24.7302051809802,0.243222682211879,99.3292617797852
DEU,1990,29763.3124657124,25.2643366002088,0.861969448764933,
DEU,2000,35104.1308467844,23.9639660790924,0.135431600393084,99.1294326782227
DEU,2010,38526.7371042695,19.5310600093299,-0.153198446937304,104.891357421875
DEU,2020,42372.8726784255,21.7290304632077,0.0816931586494595,101.307800292969
DJI,1990,,,10.1971224309312,
DJI,2000,,,3.13983453232405,
DJI,2010,,,2.03332270229716,
DJI,2020,2773.40661780097,-0.248727784664231,1.50228656339009,
DMA,1990,5536.87901663922,,-0.752614798747924,77.9037628173828
DMA,2000,6879.59737273918,,-0.522635323904246,106.89208984375
DMA,2010,8574.27308682238,,-0.0072609513330379,108.655853271484
DMA,2020,7302.94454951254,,-0.453294538586472,105.181579589844
DNK,1990,39306.7939232431,20.7926471394728,0.162456320242469,
DNK,2000,49266.9882757886,22.2944061771116,0.334233618829261,126.853088378906
DNK,2010,51209.4492757775,17.8221551141916,0.444197154509531,118.944053649902
DNK,2020,55934.5555945523,22.7626532555055,0.291641177476633,129.995193481445
DOM,1990,2772.77065608381,23.3496591496817,2.10374678686355,
DOM,2000,4123.10573163115,27.8926622004107,1.62045560357101,59.4400787353516
DOM,2010,5666.45633430206,26.0714218346178,1.28013209833069,77.9718275378447
DOM,2020,7395.8734262396,24.879515915457,1.04334076460591,80.0444119218853
DZA,1990,3605.68701212608,28.5894206651089,2.47896733157691,60.6158790588379
DZA,2000,3553.32420521991,23.5639069007647,1.3996685583388,64.5954208374023
DZA,2010,4456.6102741643,43.2868274827225,1.9470588317966,100.739776611328
DZA,2020,4363.68533767783,42.9493576825015,1.71191216459393,
EAP,1990,1072.20234491906,33.7889869615917,1.61459135755938,40.9200210571289
EAP,2000,2132.39099441931,30.3229183990923,0.998845430185964,58.803581237793
EAP,2010,4797.24821906567,42.2390427366086,0.741733055460152,82.9164581298828
EAP,2020,8293.69666986026,40.2378212464091,0.452341336047048,88.6450271606445
EAR,1990,1833.02641598646,22.9656695928751,2.45496858012563,45.7701988220215
EAR,2000,2158.8733767333,21.9748699050641,1.87962415421671,51.0884819030762
EAR,2010,2766.88281699468,28.632987358968,1.54675845386388,63.9171485900879
EAR,2020,3290.1946903817,25.7669679872255,1.21571614142701,75.3833694458008
EAS,1990,3713.30449655525,34.5145010936368,1.50426267739424,47.235710144043
EAS,2000,5056.47338479158,29.0399720470408,0.942759365568456,62.1436996459961
EAS,2010,7855.36234558956,32.8206897619544,0.700770611250663,84.7297592163086
EAS,2020,11276.053700591,34.9860393980257,0.408472469030409,89.899040222168
ECA,1990,3553.12386439712,25.3385480958899,1.19807425853498,
ECA,2000,3231.4170375726,22.8768750408235,0.415829788565206,85.3211822509766
ECA,2010,5123.22527224197,26.7252330084556,0.809647377625494,90.7503280639648
ECA,2020,7016.36291211506,29.0137306334256,0.711353855412666,98.5530319213867
ECS,1990,15930.5488310998,25.4210770961194,0.52293071905169,
ECS,2000,18477.5285403385,22.6075586437602,0.125518588445939,95.2436599731445
ECS,2010,21465.351630475,21.131540328142,0.365344248524332,99.2390975952148
ECS,2020,23034.1354718301,22.6014501718469,0.187722981344916,103.197662353516
ECU,1990,3919.71758067093,20.1520380846263,2.23823125724436,
ECU,2000,3953.39879728357,17.1669504072431,1.73622001498213,55.9612693786621
ECU,2010,5022.20374387205,23.4900158733515,1.67708805313164,91.5583877563477
ECU,2020,5355.68934196443,17.5849129748726,1.18125258230486,93.9849491291463
