country,year,gdp_per_capita,investment_rate,population_growth
MAR,1990,1695.636475,31.06029454,1.805439979
MAR,2000,1957.141357,23.8068463,1.403926301
MAR,2010,2767.042236,31.49071664,1.352742862
MAR,2020,3090.894287,28.77697342,1.025654864
MCO,1990,105878.3728,,0.906660524
MCO,2000,120456.5063,,0.138749733
MCO,2010,141814.7866,,2.438810268
MCO,2020,161262.9259,,-0.15493904
MDA,1990,3740.101498,,0.264729975
MDA,2000,1346.915672,23.94695909,-0.203371722
MDA,2010,2269.511161,23.85178659,-0.099832974
MDA,2020,3188.916916,23.86444435,-1.098031659
MDG,1990,538.5362751,35.96231421,2.95165872
MDG,2000,465.5295098,11.93054641,3.172972608
MDG,2010,447.417143,27.02738973,2.909196621
MDG,2020,422.9242554,17.71532511,2.567788704
MDV,1990,4582.261279,,3.174955944
MDV,2000,7037.085461,,1.647067878
MDV,2010,8569.524946,,3.53092174
MDV,2020,7295.60221,35.5119966,2.907112747
MEA,1990,3503.009385,29.65514032,3.330423832
MEA,2000,4004.848871,21.86787967,2.33477473
MEA,2010,4846.873509,27.99411493,2.053524513
MEA,2020,5033.142085,25.48633491,1.826565049
MEX,1990,8036.861144,23.27060354,1.917549323
MEX,2000,9581.969702,22.26492461,1.542725282
MEX,2010,9389.067221,23.33148941,1.439744726
MEX,2020,9234.643623,20.23665935,0.820454118
MHL,1990,3148.099778,,2.364787406
MHL,2000,3040.596774,,0.998938025
MHL,2010,3441.318884,42.52520174,0.048047818
MHL,2020,5172.575282,20.6942928,-3.000928659
MIC,1990,1702.283378,26.83300559,2.021794285
MIC,2000,2277.271788,24.486079,1.487372725
MIC,2010,3737.173692,33.6034186,1.255573624
MIC,2020,5211.081104,33.87663673,0.955116866
MKD,1990,3534.322651,17.76315789,0.39035448
MKD,2000,3283.379341,21.88010264,0.455448702
MKD,2010,4582.365175,24.46809484,-0.639374483
MKD,2020,5743.726494,29.91737389,-1.07910572
MLI,1990,589.7754059,21.50569791,1.968205711
MLI,2000,682.4974205,17.6850224,2.913088742
MLI,2010,821.1812866,23.0142231,3.248514009
MLI,2020,872.3894268,20.65173653,3.017513615
MLT,1990,10067.75201,30.62667752,0.978313699
MLT,2000,17178.37738,27.3213667,0.645267231
MLT,2010,20750.64795,21.86439202,0.491182811
MLT,2020,27861.82028,20.11690203,2.271625497
MMR,1990,170.2334367,,1.525067515
MMR,2000,298.5904645,,1.11707426
MMR,2010,854.932478,,0.745099608
MMR,2020,1301.313864,,0.711376906
MNA,1990,2055.403151,33.18347829,3.435210125
MNA,2000,2321.529046,22.77963341,2.224899131
MNA,2010,2855.299131,28.2952605,2.163497567
MNA,2020,2829.047126,25.81616451,1.753989334
MNE,1990,,,-0.032812754
MNE,2000,4391.36966,22.38840423,-0.027974019
MNE,2010,5917.917887,22.27012401,0.183239906
MNE,2020,6351.954863,30.08751728,-0.026010438
MNG,1990,1823.456238,29.06732538,-1.206532913
MNG,2000,1598.31282,29.01074048,1.327111441
MNG,2010,2611.673266,42.08695429,1.749926831
MNG,2020,4066.034109,22.38359766,1.805420087
MNP,1990,,,4.818700524
MNP,2000,,,3.634813864
MNP,2010,16293.30595,,-2.255707252
MNP,2020,15410.11869,,-1.256589498
MOZ,1990,221.0489811,,1.443756197
MOZ,2000,287.3906303,41.13066992,2.203665172
MOZ,2010,494.1628591,23.19552126,2.676859035
MOZ,2020,591.80406,44.82667647,2.964900343
MRT,1990,1437.750482,13.95127958,2.533517471
MRT,2000,1304.644391,11.29580089,2.783538221
MRT,2010,1460.191797,32.25108313,3.191594036
MRT,2020,1553.306156,38.65932317,2.92092559
MUS,1990,3859.644415,29.80909287,0.712313471
MUS,2000,5744.198302,25.63662289,0.982676166
MUS,2010,8114.82056,26.7282316,0.237886693
MUS,2020,9483.676026,17.96607711,0.00229068
MWI,1990,353.7713037,,3.949135946
MWI,2000,418.592985,,2.398085276
MWI,2010,508.0886506,,2.947796087
MWI,2020,559.4470861,16.71063514,2.635737351
MYS,1990,4184.760729,32.36032616,2.948725779
MYS,2000,6455.614198,26.86748915,2.344802412
MYS,2010,8118.922705,23.3865411,1.870406127
MYS,2020,10171.46578,19.65800823,1.333633231
NAC,1990,38290.0953,21.50937929,1.167245669
NAC,2000,47364.74567,23.46978716,1.09487429
NAC,2010,51440.08048,19.13655025,0.872248323
NAC,2020,57470.41952,21.78432315,0.477755737
NAM,1990,2857.337775,27.05753653,6.047624529
NAM,2000,3083.596579,17.04146597,2.352198772
NAM,2010,4165.129902,23.77999896,1.548414643
NAM,2020,3787.49944,13.92920342,2.910198877
NCL,1990,,31.3999986,2.540848626
NCL,2000,,22.93979677,2.070156011
NCL,2010,,42.44388211,1.669943516
NCL,2020,,27.31694264,0.200781353
NER,1990,465.9238895,11.28478681,3.079484547
NER,2000,392.8986169,13.14220964,3.467163828
NER,2010,441.0791661,32.64046052,3.725350774
NER,2020,533.1943289,28.48973231,3.299773916
NGA,1990,1577.196166,,2.702888043
NGA,2000,1421.67988,,2.674397845
NGA,2010,2315.466765,,2.795149361
NGA,2020,2228.686314,,2.130297143
NIC,1990,1260.873828,19.27580248,2.335325265
NIC,2000,1458.374901,26.65475319,1.37553337
NIC,2010,1704.37875,24.83986814,1.419167896
NIC,2020,1950.191812,20.33663661,1.250847412
NLD,1990,31308.91342,23.90127116,0.688603823
NLD,2000,40665.33817,22.45887247,0.714770363
NLD,2010,44659.27284,20.03710604,0.512923101
NLD,2020,47086.58042,21.35197798,0.55554079
NOR,1990,49937.45576,24.7645897,0.344151413
NOR,2000,67846.59686,21.81803845,0.649044821
NOR,2010,72804.39562,24.98868675,1.24566618
NOR,2020,75287.20595,31.35211573,0.588757324
NPL,1990,422.7247386,18.12582192,2.419699219
NPL,2000,547.2210823,24.31486635,1.731274864
NPL,2010,721.2652214,38.27120645,0.619710468
NPL,2020,1031.536188,30.44028151,1.925831066
NRU,1990,20706.6309,,2.440685006
NRU,2000,6079.966208,,-0.186686372
NRU,2010,4748.765399,,0.269206005
NRU,2020,7770.698838,,0.482136104
NZL,1990,26395.6956,20.47105495,0.923222729
NZL,2000,30853.80764,22.03456304,0.587564086
NZL,2010,35489.76315,20.37565733,1.111726056
NZL,2020,39785.47313,23.11174293,2.033387792
OED,1990,25156.96178,25.84680195,0.890400345
OED,2000,30592.03783,24.31394694,0.713186354
OED,2010,33528.41,20.99196366,0.677505277
OED,2020,36444.65164,22.68178131,0.377835338
OMN,1990,16629.45566,10.84059557,5.101184915
OMN,2000,19881.73643,22.58377343,1.288738553
OMN,2010,22766.05036,29.38655462,2.675117096
OMN,2020,17743.88588,27.62066933,-1.508608296
OSS,1990,7042.836129,,2.074546649
OSS,2000,8348.276462,24.82201963,0.304071119
OSS,2010,9829.373762,23.70611661,1.112117303
OSS,2020,10962.07886,24.36829078,1.096611533
PAK,1990,950.8846448,18.93537303,3.343048542
PAK,2000,1049.542297,16.31067792,2.824759835
PAK,2010,1256.694822,15.96155243,2.470817015
PAK,2020,1526.005975,14.81553999,1.803751413
PAN,1990,4828.758777,21.14068661,2.130506893
PAN,2000,6856.149188,28.40604302,1.964005579
PAN,2010,10698.07175,37.34120254,1.78385793
PAN,2020,12647.08266,23.95460779,1.37340967
PER,1990,2706.922532,16.16440551,2.21460822
PER,2000,3286.273085,19.62798476,1.560430591
PER,2010,5167.392593,23.76050904,0.652636898
PER,2020,5831.830248,18.19125889,1.192504953
PHL,1990,1704.075689,23.33171058,2.561221128
PHL,2000,1793.347611,15.68436416,2.379265889
PHL,2010,2373.143121,20.44177114,2.047954252
PHL,2020,3198.6669,17.43337903,1.145514086
PLW,1990,14267.20303,,2.079269717
PLW,2000,12346.46801,,1.454895801
PLW,2010,13206.51226,25.58954405,-1.687144183
PLW,2020,14532.98984,41.71989417,-0.033717337
PNG,1990,1892.306793,24.44249724,2.610540964
PNG,2000,1989.578822,21.89201709,3.449251614
PNG,2010,2140.50939,,3.019984677
PNG,2020,2438.611379,,2.128663097
POL,1990,5111.34533,,0.392398205
POL,2000,7401.576976,24.69996767,-1.044335398
POL,2010,10808.39757,20.85866889,-0.285609122
POL,2020,15090.22284,18.83940516,-1.191640262
PRE,1990,1131.411676,,2.586867328
PRE,2000,1079.427087,,2.801534789
PRE,2010,1412.498982,,2.935124373
PRE,2020,1406.483826,,2.671161966
PRI,1990,18733.64525,16.95436457,0.890295757
PRI,2000,26131.96306,19.714561,0.276558689
PRI,2010,28569.50771,9.160379056,-0.427201373
PRI,2020,28144.72232,10.88092899,-0.640952968
PRK,1990,,,1.468517179
PRK,2000,,,0.713737031
PRK,2010,,,0.436879111
PRK,2020,,,0.37827356
PRT,1990,14593.27061,27.72113145,-0.21794848
PRT,2000,18822.09331,28.7766388,0.702859953
PRT,2010,19698.68368,21.19945268,0.045910037
PRT,2020,19778.71395,19.41857918,0.105114125
PRY,1990,4059.773431,17.80891327,2.711143281
PRY,2000,4074.489533,17.33924481,1.934600538
PRY,2010,5191.050143,23.83495844,1.169858012
PRY,2020,6109.196081,20.04146035,1.35198907
PSE,2000,2436.012077,31.50268917,2.555235698
PSE,2010,2927.08102,19.84713113,2.597032218
PSE,2020,2922.468011,24.30384311,2.486549938
PSS,1990,2973.337954,,1.515531743
PSS,2000,3176.397949,,1.379761338
PSS,2010,3408.196142,,1.183838882
PSS,2020,3525.38601,,1.040484754
PST,1990,27762.15033,25.89136373,0.644464826
PST,2000,34226.70394,24.43110592,0.506639541
PST,2010,38170.96803,20.83225822,0.474124528
PST,2020,41771.30072,22.37105981,0.188955928
PYF,1990,25307.70455,,2.04905798
PYF,2000,22498.82855,,1.569228648
PYF,2010,19913.02527,21.1616841,0.406991624
PYF,2020,19026.79044,21.09592749,0.062696713
QAT,1990,40125.3967,,3.356436022
QAT,2000,52234.36152,20.15128546,5.168431997
QAT,2010,72333.80274,31.6551223,0.491609879
QAT,2020,57769.58361,43.84915085,5.725715448
ROU,1990,5019.437027,30.24828069,0.174176628
ROU,2000,4569.311243,19.66958111,-0.12944004
ROU,2010,7660.706676,27.18907942,-0.593959184
ROU,2020,10854.04943,24.33196349,-0.550759893
RUS,1990,7849.519043,30.13039429,0.168017665
RUS,2000,5323.666504,18.69376019,-0.42061499
RUS,2010,8755.120117,22.61505055,0.044896488
RUS,2020,9632.325195,23.45582915,-0.143202032
RWA,1990,368.2196024,14.64998322,2.618292836
RWA,2000,333.3550901,12.29117235,0.80699171
RWA,2010,583.3714164,20.53250116,2.523651344
RWA,2020,826.3913077,23.73465633,2.242448834
SAS,1990,543.3396365,26.74684553,2.167409738
SAS,2000,758.1331725,26.10661881,1.870105257
SAS,2010,1222.51823,39.18957169,1.36549214
SAS,2020,1806.990454,29.34010169,0.970749727
SAU,1990,25918.96508,15.68401339,4.934265871
SAU,2000,22247.8567,19.316965,4.459832445
SAU,2010,21830.14243,30.92623202,-0.992481797
SAU,2020,22827.67194,23.3158218,4.833138517
SDN,1990,764.4504395,10.43693088,2.034308939
SDN,2000,1111.118652,24.88803086,2.497545616
SDN,2010,1311.223145,20.39853923,2.415789333
SDN,2020,1056.864746,5.786535233,2.688251257
SEN,1990,990.7775226,14.59725848,2.868486394
SEN,2000,1048.374741,22.37322729,2.410099177
SEN,2010,1153.534311,20.08694666,2.386901953
SEN,2020,1361.791437,35.63296509,2.633035725
SGP,1990,23272.70009,35.65311389,3.889093607
SGP,2000,34890.08114,35.174036,1.732042233
SGP,2010,48752.05154,27.65822752,1.771832879
SGP,2020,59189.70386,22.80539556,-0.311904961
SLB,1990,1805.732068,7.545378213,3.111246983
SLB,2000,1747.717962,7.629120287,2.289274446
SLB,2010,2058.956916,17.94388299,2.821397885
SLB,2020,1930.655103,16.72381658,2.220721486
SLE,1990,992.2593519,13.00591548,3.956139033
SLE,2000,727.2409146,1.096810372,2.415404052
SLE,2010,902.7698914,34.43355579,2.721508599
SLE,2020,1010.252946,15.34121073,2.308472027
SLV,1990,2348.204602,13.81290212,1.883405105
SLV,2000,2964.893469,17.66906046,0.497012729
SLV,2010,3398.493461,16.6715814,0.329632682
SLV,2020,3808.531954,17.2116179,0.198362575
SMR,1990,,,1.376847331
SMR,2000,55806.92197,,1.276820831
SMR,2010,49672.69778,,0.61505259
SMR,2020,40506.85211,18.05086818,0.308211037
SOM,1990,259.4000219,13.78302859,-0.45086481
SOM,2000,233.0323931,,4.000978628
SOM,2010,329.9705049,,2.481698873
SOM,2020,462.8670537,16.00602689,3.795920669
SRB,1990,,,0.052559177
SRB,2000,3542.353659,9.063631079,-0.319524801
SRB,2010,5690.703272,17.32418419,-0.402005901
SRB,2020,6850.967422,24.09749362,-0.666107601
SSA,1990,1379.946472,23.22629289,2.692593117
SSA,2000,1300.931572,22.81879142,2.613615505
SSA,2010,1667.518204,23.55725874,2.746959873
SSA,2020,1613.929021,18.87895274,2.55803335
SSD,1990,,,0.516440812
SSD,2000,,,4.416870388
SSD,2010,2295.070261,10.28965508,5.292546182
SSD,2020,,,2.60487165
SSF,1990,1279.185818,22.94779783,2.784015806
SSF,2000,1197.832861,22.8785985,2.658310466
SSF,2010,1542.532154,23.59070113,2.755888042
SSF,2020,1529.248946,19.90166906,2.573415264
SST,1990,6835.199247,,1.619399334
SST,2000,8220.23901,23.86905624,0.563467412
SST,2010,9921.823797,23.64575486,1.008056715
SST,2020,10330.22442,23.97437068,0.920713681
STP,1990,967.4908075,,2.470501306
STP,2000,959.938181,,1.100339245
STP,2010,1216.350252,,2.196081638
STP,2020,1430.841193,,1.876910541
SUR,1990,6474.955712,,0.995011267
SUR,2000,6128.316024,,2.061841303
SUR,2010,8603.907867,36.2044526,1.16234547
SUR,2020,7213.107667,,1.075304778
SVK,1990,8597.463915,29.87541844,0.439617095
SVK,2000,8997.211996,27.81532255,-0.135376488
SVK,2010,14596.14778,25.37833683,0.093191273
SVK,2020,17763.85638,20.22680988,0.085769476
SVN,1990,13615.58586,17.45293521,0.090624343
SVN,2000,16146.12168,29.05749117,0.29607496
SVN,2010,20444.12013,22.56013449,0.436079485
SVN,2020,22811.80505,20.18967195,0.669754656
SWE,1990,34903.34804,29.11052494,0.772602676
SWE,2000,41561.77476,22.2311756,0.160575485
SWE,2010,48205.54925,22.42190232,0.852524629
SWE,2020,51624.58118,24.42075424,0.722703913
SWZ,1990,2027.974819,,4.050072067
SWZ,2000,2273.046838,,1.026166762
SWZ,2010,3069.521757,,0.586161116
SWZ,2020,3609.366914,15.29022822,1.083630577
SXM,1990,,,6.980520784
SXM,2000,,,-0.660731149
SXM,2010,38403.07052,,0.900652592
SXM,2020,28920.3773,,1.530874073
SYC,1990,8779.852313,24.26330082,0.490359666
SYC,2000,11703.75352,24.91839395,0.892658567
SYC,2010,12313.55669,37.03142382,2.792329069
SYC,2020,17048.36173,21.3213199,0.853707878
SYR,1990,931.8850684,,3.232720861
SYR,2000,1248.384883,,2.494059999
SYR,2010,1526.368944,,2.273867358
SYR,2020,740.811397,,3.361887612
TCA,1990,,,4.327409154
TCA,2000,,,4.203513442
TCA,2010,29111.87292,,3.947226636
TCA,2020,33739.4254,,2.787095606
TCD,1990,602.6706858,6.753507456,2.766507641
TCD,2000,530.6003313,23.27390222,3.458862793
TCD,2010,956.9530187,21.85444822,3.460770948
TCD,2020,884.9805419,22.78744555,3.181970361
TEA,1990,1085.415863,33.78399645,1.616554583
TEA,2000,2157.91938,30.32234719,1.002607154
TEA,2010,4852.744298,42.23885396,0.745622556
TEA,2020,8386.639502,40.23799349,0.453261414
TEC,1990,5339.133663,29.3210567,0.644574723
TEC,2000,4430.11168,21.76161167,-0.051698957
TEC,2010,6986.953555,24.12704963,0.369045723
TEC,2020,8778.059563,24.76799866,0.196606052
TGO,1990,703.623952,36.14051413,2.927067199
TGO,2000,679.5334216,29.49747031,2.75685669
TGO,2010,644.5632813,15.84042478,2.721017166
TGO,2020,808.3006971,19.81052971,2.412473937
THA,1990,2631.519711,41.35376259,1.63811608
THA,2000,3514.71663,22.28260569,1.13127018
THA,2010,5059.357478,25.35665463,0.670617338
THA,2020,6035.186277,23.75538517,0.166540795
TJK,1990,1312.947013,,2.466256452
TJK,2000,429.537301,9.41400347,1.222529565
TJK,2010,770.6041054,23.84618187,2.13859733
TJK,2020,1171.901275,33.47495126,2.27553633
TKM,1990,3495.748389,40.0,2.643363458
TKM,2000,2255.014968,34.73865594,1.994744397
TKM,2010,3900.142379,51.8808272,2.047357865
TKM,2020,6965.112269,,2.122655358
TLA,1990,5654.116835,19.49746473,1.916281571
TLA,2000,6609.801197,20.20477533,1.495788156
TLA,2010,7913.954928,22.04057252,1.119731849
TLA,2020,7684.385214,17.85099999,0.730174027
TLS,1990,633.1824866,,2.058136654
TLS,2000,1117.564323,33.53118479,-11.35664525
TLS,2010,1195.380661,42.71781168,2.416489984
TLS,2020,1947.839929,16.46570198,1.911593734
TMN,1990,2053.975283,32.95576375,2.886203359
TMN,2000,2320.805415,22.71217352,2.222804416
TMN,2010,2854.82932,28.34805111,2.160642219
TMN,2020,2828.394651,25.83049676,1.748891773
TON,1990,2987.636814,18.49329963,0.298338267
TON,2000,3866.685749,20.25851106,0.616444658
TON,2010,3653.978017,29.15474137,0.183594876
TON,2020,4647.007651,24.57287292,0.033116813
TSA,1990,543.3396365,26.74684553,2.167409738
TSA,2000,758.1331725,26.10661881,1.870105257
TSA,2010,1222.51823,39.18957169,1.36549214
TSA,2020,1806.990454,29.34010169,0.970749727
TSS,1990,1279.185818,22.94779783,2.784015806
TSS,2000,1197.832861,22.8785985,2.658310466
TSS,2010,1542.532154,23.59070113,2.755888042
TSS,2020,1529.248946,19.90166906,2.573415264
TTO,1990,6058.215216,,0.850752262
TTO,2000,10023.02067,16.78524918,0.384592208
TTO,2010,17938.09495,23.14211577,0.579036712
TTO,2020,15679.96115,20.51503752,0.200680476
TUN,1990,2114.470345,27.06805847,2.098246765
TUN,2000,2864.547037,25.89880884,1.122225591
TUN,2010,3906.906259,25.8362687,1.076732866
TUN,2020,3749.268415,12.68822891,0.830022186
TUR,1990,5188.182444,24.54926752,1.872084576
TUR,2000,6326.257465,24.01131824,1.282976487
TUR,2010,8472.578091,28.45207778,1.519430938
TUR,2020,12338.64383,34.15405608,0.970386031
TUV,1990,2450.79726,,1.557878013
TUV,2000,3056.55102,,0.504202749
TUV,2010,2879.296457,,1.451982804
TUV,2020,4233.018321,,-1.735029224
TZA,1990,541.5447998,17.98141985,2.605235484
TZA,2000,555.3480835,17.46279682,2.841524325
TZA,2010,801.2993164,32.01724431,2.544485226
TZA,2020,1041.259644,38.74648749,2.993051688
UGA,1990,369.839287,12.70408004,3.234459967
UGA,2000,509.1975532,19.48382172,3.144183603
UGA,2010,768.6240917,27.10395535,2.943891335
UGA,2020,917.0350318,24.21595056,3.333417511
UKR,1990,3102.310547,,0.262138263
UKR,2000,1409.222656,19.80377907,-0.8435153
UKR,2010,2285.933838,18.372368,-0.360396779
UKR,2020,2324.107422,8.932299327,-0.61903773
UMC,1990,2402.947822,26.99059936,1.620899885
UMC,2000,3401.758185,24.60831816,1.009217936
UMC,2010,5923.198518,33.89436743,0.798255018
UMC,2020,8611.334391,35.73162602,0.536733852
URY,1990,8320.355905,12.20085101,0.58630446
URY,2000,11096.33096,14.4570209,0.373944816
URY,2010,14722.37801,19.40760548,0.256129913
URY,2020,16443.3635,16.23367649,0.051852705
USA,1990,39009.37251,21.52921345,1.12965052
USA,2000,48379.75517,23.6783759,1.112768997
USA,2010,52555.76951,18.67222167,0.846129866
USA,2020,59194.66652,21.71744607,0.408427567
UZB,1990,1569.0108,,2.412318764
UZB,2000,1269.721375,19.60001229,1.262812829
UZB,2010,2144.640006,27.17819793,1.584336078
UZB,2020,3249.051911,37.59335803,1.868306716
VCT,1990,3784.799429,,0.484123518
VCT,2000,5067.967395,,0.157771141
VCT,2010,6678.042007,,-0.498034749
VCT,2020,7989.746519,,-0.617259162
VEN,1990,3762.275068,9.889709866,2.440849387
VEN,2000,3740.01955,24.17039199,1.893794996
VEN,2010,4332.026818,21.97165797,1.309342169
VEN,2020,1255.372631,9.206482601,-1.721904777
VGB,1990,,,3.393668501
VGB,2000,,,2.556993028
VGB,2010,,,1.665095946
VGB,2020,,,2.012851855
VIR,1990,,,2.850869155
VIR,2000,,,0.039587371
VIR,2010,47162.73756,,-0.043365735
VIR,2020,35850.74331,,-0.355937434
VNM,1990,687.8603163,,2.093688681
VNM,2000,1212.196578,29.60991382,1.129509842
VNM,2010,2027.581844,37.09907617,1.144402597
VNM,2020,3303.169498,31.91568839,0.927434296
VUT,1990,2637.260848,31.16495523,2.509911004
VUT,2000,2841.739094,19.91399802,2.298589779
VUT,2010,2856.773776,37.00689273,2.342886778
VUT,2020,2771.870988,33.24247825,2.326611311
WLD,1990,6783.205589,26.09361203,1.74350564
WLD,2000,7858.907966,24.46248653,1.364048959
WLD,2010,9298.749873,24.56249764,1.216836916
WLD,2020,10541.81185,26.43530077,0.981789958
WSM,1990,2534.122049,,0.162221403
WSM,2000,2945.372179,,0.779095553
WSM,2010,4081.15536,14.64470838,0.785366135
WSM,2020,4283.063925,33.19050487,1.02627263
XKX,1990,,,1.400538029
XKX,2000,,,-3.758236554
XKX,2010,2822.633596,33.12848705,-0.331415174
XKX,2020,3990.946131,33.40612753,0.070409906
YEM,1990,1722.224394,,3.843767677
YEM,2000,2114.672656,,3.077428936
YEM,2010,2356.199604,11.6610831,3.138563898
YEM,2020,,,2.873204148
ZAF,1990,4544.230232,18.2312412,2.781380372
ZAF,2000,4700.875555,15.06028109,0.914659168
ZAF,2010,5953.945065,17.5956446,1.18290957
ZAF,2020,5569.584833,12.34554415,1.622164314
ZMB,1990,878.589206,,2.562066231
ZMB,2000,804.4846342,,2.810500956
ZMB,2010,1183.417124,29.87400569,3.461922742
ZMB,2020,1228.735001,32.24485098,2.904164937
ZWE,1990,1653.565214,17.37694276,2.724715342
ZWE,2000,1677.348968,13.56964106,0.917384655
ZWE,2010,1056.208846,18.76283953,1.61334322
ZWE,2020,1230.819334,11.21392438,1.659352809
